"An error occurred while creating the image.","Při vytváření obrázku došlo k chybě."
"The image does not exist or is invalid.","Obrázek neexistuje nebo je neplatný."
"This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>","Tento obsah vyžaduje poslední verzi Adobe Flash Player. <a href=""%s""> získat Flash</a>"
